,Type,Case Workclass,Status,Issued Date,Applied Date,Expiration Date,Finalized Date,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
91,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-01 12:20:31+00:00,2022-08-17 13:24:21.427000+00:00,2023-08-21 15:00:51+00:00,2023-02-23 05:00:00+00:00,701,Liberty,,48103,2.8 kW Residential Roof Solar System
92,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2022-09-06 14:15:17+00:00,2022-08-18 13:20:47.370000+00:00,2023-09-27 16:31:12+00:00,2022-10-22 04:00:00+00:00,3611,Plymouth,,48105,Installation of 23 PV solar modules and 23 enphase micro-inverters w/ interconnection into the utility grid.
93,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-26 18:44:24+00:00,2022-08-17 07:16:06.103000+00:00,2023-09-05 21:32:47+00:00,2023-03-10 05:00:00+00:00,1631,Waltham,,48103,5.6kW Roof-mounted Solar System
94,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-01 12:20:31+00:00,2022-08-17 13:24:21.427000+00:00,2023-08-21 15:00:51+00:00,2023-02-23 05:00:00+00:00,701,Liberty,,48103,2.8 kW Residential Roof Solar System
95,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 19:54:28+00:00,2022-08-19 16:25:50.350000+00:00,2023-08-14 15:43:38+00:00,2023-02-15 05:00:00+00:00,2967,Omlesaad,,48105,11.2 kW Residential Roof-mount Solar System
96,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2022-08-26 20:28:07+00:00,2022-08-19 17:26:48.577000+00:00,2023-02-22 21:27:32+00:00,2023-02-22 05:00:00+00:00,821,Bruce,,48103,Duvall 2kW Residential Solar System *Duplicate of ELECR22-3441*
97,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2022-08-29 19:05:01+00:00,2022-08-19 20:51:33.300000+00:00,2023-08-01 14:05:10+00:00,2023-08-01 04:00:00+00:00,1408,Wakefield,,48103,Harp 4kW Residential Solar System
98,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-29 19:04:31+00:00,2022-08-20 00:09:46.067000+00:00,2023-08-15 17:37:56+00:00,2023-02-17 05:00:00+00:00,3152,Eagle,,48105,Dolce 8kW Residential Roof-mount Solar System
99,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-15 19:00:55+00:00,2022-08-21 19:32:29.420000+00:00,2023-06-12 15:38:14+00:00,2023-01-05 05:00:00+00:00,3344,Yellowstone,,48105,Install 32 panel solar array on residence rooftop
100,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-29 18:57:26+00:00,2022-08-22 16:30:34.050000+00:00,2023-10-30 14:40:33+00:00,2023-05-02 04:00:00+00:00,1557,Franklin,,48103,Benjamin 6.4kW Residential Roof-mount Solar System
101,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-29 19:04:45+00:00,2022-08-22 17:16:22.363000+00:00,2023-10-10 15:51:19+00:00,2023-04-06 04:00:00+00:00,2129,Brockman,,48104,Nidetz 7.2kW Residential Roof-mount Solar System
102,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-29 19:04:09+00:00,2022-08-22 19:16:58.250000+00:00,2023-07-24 13:57:49+00:00,2023-01-25 05:00:00+00:00,1406,Washington,,48103,"Installation of a roof-mounted solar array consisting of (20) solar panels with micro-inverters, (2) Tesla Powerwall batteries, and a surge arrester."
103,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-09-15 12:28:38+00:00,2022-08-24 16:46:57.213000+00:00,2023-08-02 14:45:56+00:00,2023-01-31 05:00:00+00:00,834,Dartmoor,,48103,Installing new invertor and battery for existing solar system on the house. Service upgrade to 320 amp panel (added for Dave)
104,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2022-09-15 12:32:02+00:00,2022-08-30 16:30:54.477000+00:00,2023-08-14 16:45:04+00:00,2023-02-15 05:00:00+00:00,3445,Andover,,48105,Propose to install solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
105,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-09-15 12:28:38+00:00,2022-08-24 16:46:57.213000+00:00,2023-08-02 14:45:56+00:00,2023-01-31 05:00:00+00:00,834,Dartmoor,,48103,Installing new invertor and battery for existing solar system on the house. Service upgrade to 320 amp panel (added for Dave)
106,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-08-26 18:46:01+00:00,2022-08-25 14:02:17.107000+00:00,2023-04-24 15:30:20+00:00,2022-10-26 04:00:00+00:00,311,Montgomery,,48103,7.2 kW roof mount solar
107,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-09-15 12:31:22+00:00,2022-08-30 15:52:32.390000+00:00,2023-08-14 16:45:04+00:00,2023-02-09 05:00:00+00:00,3445,Andover,,48105,installation of solar array and connection to existing electrical system
108,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-23 10:35:50+00:00,2022-08-31 13:13:10.130000+00:00,2023-07-18 14:32:14+00:00,2023-01-20 05:00:00+00:00,911,Gott,,48103,7.2 kW roof mount array
109,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-23 10:35:50+00:00,2022-08-31 13:13:10.130000+00:00,2023-07-18 14:32:14+00:00,2023-01-20 05:00:00+00:00,911,Gott,,48103,7.2 kW roof mount array
110,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-15 12:29:59+00:00,2022-09-01 18:50:44.183000+00:00,2023-05-01 22:58:51+00:00,2022-11-02 04:00:00+00:00,1124,Saunders,,48103,"Installation of a 6.2kW solar system at 1124 Saunders Cres.  System consists of 18 solar panels, 1 inverter, 18 optimizers, required AC Disconnect, racking, flashings, and wiring."
111,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-19 17:37:57+00:00,2022-09-01 19:21:34.107000+00:00,2023-05-01 15:24:28+00:00,2022-11-01 04:00:00+00:00,2851,Renfrew,,48105,"Installation of a 6.1kW system using 18 solar panels, 1 inverter, 18 optimizers, AC Disconnect, racking, flashings, and wiring.  Upgrade main house service panel to 200AMP and run a dedicated hardwire line with 150 AMP sub panel placed in the garage."
112,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-09-15 12:29:21+00:00,2022-09-02 22:13:51.557000+00:00,2023-05-16 15:29:15+00:00,2022-11-18 05:00:00+00:00,3308,Dobson,,48105,"Install 24 panel solar array, roof mount, grid tied"
113,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-05 10:38:15+00:00,2022-09-06 16:18:09.447000+00:00,2023-05-02 14:47:01+00:00,2022-11-05 04:00:00+00:00,825,Sunrise,,48103,Roof mounted solar array 2.92 kW
114,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2022-09-19 17:39:05+00:00,2022-09-13 01:59:12.097000+00:00,2023-09-18 14:15:56+00:00,2023-03-23 04:00:00+00:00,1435,Catalina,,48103,Install residential rooftop solar system interconnected with homes existing service equipment. 33 solar panels @ 13.2kW DC
115,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2022-09-15 12:28:54+00:00,2022-09-13 14:08:29.323000+00:00,2023-08-02 14:45:56+00:00,2023-02-04 05:00:00+00:00,834,Dartmoor,,48103,Propose to install solar panels on existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
116,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-10-05 10:39:23+00:00,2022-09-13 01:57:43.070000+00:00,2023-09-18 14:34:56+00:00,2023-03-21 04:00:00+00:00,1435,Catalina,,48103,"Install residential rooftop solar system interconnected with homes existing service equipment, 33 panels @13.2kW DC"
117,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2022-10-11 19:28:46+00:00,2022-09-19 13:26:54.477000+00:00,2023-04-10 19:27:36+00:00,2022-12-07 18:51:16+00:00,3352,Nordman,,48108,Installing 24 roof mounted solar panels.
118,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-10-15 16:04:51+00:00,2022-09-19 15:25:18.030000+00:00,2023-08-10 12:50:19+00:00,2023-02-12 05:00:00+00:00,707,Mt Vernon,,48103,Roof Top Solar Installation
119,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2022-10-10 16:22:59+00:00,,2023-06-12 15:34:56+00:00,2022-12-15 05:00:00+00:00,3170,Packard,,48108,20 solar panel array to be installed on roof.
120,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2022-10-05 10:36:50+00:00,2022-09-22 13:00:36.360000+00:00,2023-04-03 10:36:16+00:00,2023-04-03 04:00:00+00:00,405,Awixa,,48104,Install solar electric panels to the roof of existing home to be interconnected with the home's electrical system. Install 10 panels at 4.0 kW
121,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-05 10:37:28+00:00,2022-09-22 14:10:10.250000+00:00,2023-08-07 18:33:23+00:00,2023-02-18 05:00:00+00:00,1057,Newport,,48103,Install solar electric panels to the roof of existing home to be interconnected with the home's electrical system. Install 9 panels at 3.6 kW
122,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 19:59:02+00:00,2022-09-27 00:28:11.627000+00:00,2023-07-03 15:39:52+00:00,2023-01-04 05:00:00+00:00,1301,Arborview,,48103,"Install 14 panel solar array roof mount, grid tied"
123,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 20:00:00+00:00,2022-09-27 01:28:59.183000+00:00,2023-06-12 14:12:28+00:00,2023-01-05 05:00:00+00:00,1107,Olivia,,48104,"Install 28 panel solar array on residence rooftop, grid tied"
124,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 19:59:28+00:00,2022-09-27 02:35:08.740000+00:00,2023-08-16 15:26:13+00:00,2023-02-18 05:00:00+00:00,623,Trego,,48103,"Install 21 panel solar array on residence rooftop, grid tied"
125,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 19:58:37+00:00,2022-09-27 15:18:34.330000+00:00,2023-11-06 16:55:42+00:00,2023-05-11 04:00:00+00:00,6,Dover,,48103,7.2kW Residential Roof Solar System
126,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2022-12-01 12:21:03+00:00,2022-09-27 18:44:14.363000+00:00,2023-08-16 16:55:30+00:00,2023-08-16 04:00:00+00:00,3515,Larchmont,,48105,8.8kW Residential Roof Solar System
127,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-01 12:20:09+00:00,2022-09-27 20:09:38.210000+00:00,2023-10-23 14:56:00+00:00,2023-04-26 04:00:00+00:00,3,Dover,,48103,Valdes-Pierce 4.8kW Residential Roof-mount Solar System
128,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-11 19:57:15+00:00,2022-10-04 22:12:40.183000+00:00,2023-09-11 13:07:07+00:00,2023-03-14 04:00:00+00:00,2897,Eisenhower,,48108,5.12kW roof mount array
129,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2022-10-14 10:19:25+00:00,,2023-10-16 15:36:12+00:00,2023-04-12 04:00:00+00:00,3,Eden,,48108,Adding 6.4kW array to existing 6.67 kW array  **SEE ELECR22-3956 FOR FEES**
130,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void - Wrong Workclass,,2022-10-06 17:33:54.163000+00:00,,,3,Eden,,48108,"Adding 6.4kW array to existing 6.67 kW array  **VOIDED-WRONG WORKCLASS.  SEE ELECC22-2438.**
Removing existing inverter and adding 2, 10kW inverters and 2, 16kWh batteries with backup interface"
131,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-14 10:20:10+00:00,2022-10-10 19:09:50.130000+00:00,2023-07-10 17:44:17+00:00,2023-01-10 16:05:16+00:00,705,Gott,,48103,9.6 kW roof mount array
132,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-14 10:18:24+00:00,2022-10-11 00:43:14.297000+00:00,2023-08-14 13:59:53+00:00,2023-02-15 05:00:00+00:00,1204,Wells,,48104,"13 panel solar array, roof mount on residence"
133,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2022-10-27 18:43:13+00:00,2022-10-14 15:16:21.170000+00:00,2023-08-14 13:15:16+00:00,2023-02-14 05:00:00+00:00,1561,Newport Creek,,48103,Propose to install Solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
134,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-10-27 18:22:25+00:00,2022-10-14 14:54:22.320000+00:00,2023-08-14 13:15:16+00:00,2023-02-08 05:00:00+00:00,1561,Newport Creek,,48103,Installation of Solar Array and connection to existing electrical system.
135,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-27 18:21:42+00:00,2022-10-17 18:34:32.257000+00:00,2023-06-19 17:17:19+00:00,2023-01-05 05:00:00+00:00,2110,Ardenne,,48105,4.4 kW roof mount array with 16kWh battery
136,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Withdrawn,,2022-10-17 20:53:23.203000+00:00,,,3662,Wellington Cross,,48105,8.0 kW roof mount solar array
137,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-27 18:21:17+00:00,2022-10-17 21:10:10.190000+00:00,2023-08-15 13:35:53+00:00,2023-02-17 05:00:00+00:00,3662,Wellington Cross,,48105,8 kW roof mount system
138,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-10-27 18:21:31+00:00,2022-10-17 22:30:30.177000+00:00,2023-10-23 18:46:48+00:00,2023-04-26 04:00:00+00:00,1710,South,,48104,6.84 kW roof mount array
139,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2022-10-27 18:40:47+00:00,2022-10-24 19:29:35.110000+00:00,2023-08-09 16:28:01+00:00,2023-08-09 04:00:00+00:00,428,Colin,,48103,install 37 PV solar panels on roof
140,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Fees Paid,,2022-10-26 14:46:18.403000+00:00,,,119,Longman,,48103,installing 12 roof mounted solar panels.
141,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2022-11-03 11:14:52+00:00,2022-10-24 16:25:24.100000+00:00,2023-07-24 15:12:55+00:00,2023-01-19 05:00:00+00:00,2394,Winewood,,48103,Installation of 16 kW roof mount solar
142,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-14 22:59:30+00:00,,2023-07-10 15:07:01+00:00,2023-01-11 05:00:00+00:00,2599,Bellwood,,48104,8.64 kW Roof Mounted 24 Panel Solar Array
143,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-11-03 11:17:12+00:00,2022-10-24 15:36:45.610000+00:00,2023-10-16 14:37:07+00:00,2023-04-20 04:00:00+00:00,603,Washington,,48103,9.88 kW roof mount solar
144,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-11-03 11:16:34+00:00,2022-10-24 21:14:07.557000+00:00,2023-10-18 13:40:06+00:00,2023-04-22 04:00:00+00:00,428,Colin,,48103,install 37 pv solar panels on roof
145,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-11-03 11:13:43+00:00,2022-10-26 22:08:59.207000+00:00,2023-07-31 14:36:10+00:00,2023-02-02 05:00:00+00:00,2661,Georgetown,,48105,8.4kW roof mount solar
146,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Fees Paid,,2022-10-26 14:46:18.403000+00:00,,,119,Longman,,48103,installing 12 roof mounted solar panels.
147,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-11-03 11:13:43+00:00,2022-10-26 22:08:59.207000+00:00,2023-07-31 14:36:10+00:00,2023-02-02 05:00:00+00:00,2661,Georgetown,,48105,8.4kW roof mount solar
148,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-11-03 11:14:17+00:00,2022-10-27 17:22:05.217000+00:00,2023-07-17 15:57:51+00:00,2023-01-19 05:00:00+00:00,1405,Jorn,,48104,7.6 kW Roof Mounted 20 Panel Solar Array
149,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-11-03 11:12:58+00:00,2022-10-31 19:18:50.400000+00:00,2023-07-17 15:29:07+00:00,2023-01-27 05:00:00+00:00,2110,Crestland,,48104,Propose to install solar array and connect to existing electrical system.
150,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-11-23 12:17:13+00:00,2022-11-02 22:22:05.493000+00:00,2023-06-05 13:16:22+00:00,2022-12-08 05:00:00+00:00,3352,Nordman,,48108,"Add 24 roof mounted, grid tied solar panels. 
200 amp panel swap. 
2 solar disconnects. 
11.4 inverter"
151,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2022-12-02 20:57:25+00:00,,2023-07-24 15:12:55+00:00,2023-01-25 05:00:00+00:00,2394,Winewood,,48103,"16 KW Roof Mount Solar (Stream error, manually submitted in back office)"
152,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2022-12-01 12:13:29+00:00,,2023-06-12 15:34:56+00:00,2022-12-13 05:00:00+00:00,3170,Packard,,48108,Install 7.6kw solar system  **SEE ELECC22-2460 FOR FEES**
153,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-11-23 12:17:13+00:00,2022-11-02 22:22:05.493000+00:00,2023-06-05 13:16:22+00:00,2022-12-08 05:00:00+00:00,3352,Nordman,,48108,"Add 24 roof mounted, grid tied solar panels. 
200 amp panel swap. 
2 solar disconnects. 
11.4 inverter"
154,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2022-12-02 20:57:25+00:00,,2023-07-24 15:12:55+00:00,2023-01-25 05:00:00+00:00,2394,Winewood,,48103,"16 KW Roof Mount Solar (Stream error, manually submitted in back office)"
155,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void - Wrong Workclass,,2022-11-14 15:59:58.643000+00:00,,,1575,Westfield,,48103,"11 panel roof mounted solar array with a 14,000kw generator."
156,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void - Wrong Workclass,,2022-11-14 19:25:55.093000+00:00,,,703,Davis,,48103,Propose to install solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local wind and snow load.
157,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-12-01 12:21:53+00:00,2022-11-11 13:23:41.503000+00:00,2024-03-25 14:43:18+00:00,2023-10-30 12:32:23+00:00,1880,Robert,,48104,roof mounted solar install of 5.27kW
158,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2022-12-01 12:21:38+00:00,2022-11-14 15:51:05.243000+00:00,2023-09-18 19:52:27+00:00,2023-03-23 04:00:00+00:00,1575,Westfield,,48103,11 panel roof mounted solar array
