,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
33358,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-13T15:36:03Z,2023-08-15T17:20:46.213Z,2024-06-10T13:16:05Z,2023-12-12T05:00:00Z,6,Rockland,,48108,Grid tied roof mount solar array
33771,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-08-18T21:13:27.563Z,,,6,Rockland,,48108,"**Valuation updated from $0 to $12,840**Roof mount solar array"
33863,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:09:05Z,2023-08-17T21:03:51.173Z,2024-04-01T13:21:10Z,2023-10-03T04:00:00Z,3045,Springbrook,,48108,3.2 kW PV Solar Panel Installation on Roof
33885,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:09:25Z,2023-08-21T18:24:32.067Z,2024-04-10T19:13:32Z,2023-10-14T04:00:00Z,2787,Manchester,,48104,Installation of (19) 380W solar panels and (19) Enphase IQ8M microinverters
34398,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:25:12Z,2023-08-29T16:18:05.557Z,2024-07-08T13:55:32Z,2024-01-10T05:00:00Z,2514,Banyan,,48103,6 kW PV Solar Panel Installation on Roof
34822,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-09-13T14:16:27Z,2023-09-01T12:49:00.073Z,2024-06-10T14:45:01Z,2023-12-14T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project
34886,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-09-13T10:31:35Z,2023-09-06T20:22:43.417Z,2024-08-21T16:25:03Z,2024-02-28T05:00:00Z,3425,Platt,,48108,9.43 kW Roof Mount Solar
34915,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:36:41Z,2023-08-31T16:27:21.163Z,2024-04-29T13:10:36Z,2023-11-02T04:00:00Z,3001,Fernwood,,48108,"installation of  24 panel roof mounted solar array, no battery.   System will be tapped into main building feed to lower bills for all occupants."
34961,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:12Z,2023-09-06T13:58:03.343Z,2024-07-02T14:28:02Z,2024-01-05T05:00:00Z,3450,Wexford,,48108,installation of 31 panel roof mounted solar array on existing residence.
34966,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-13T19:55:16Z,2023-09-06T17:36:35.427Z,2024-06-10T14:45:01Z,2023-12-02T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project
35355,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-09-13T00:38:08.233Z,,,2521,Jade,,48103,**NOT REQUIRED.  REFUND REQUEST SUBMITTED**  8.3 kW PV Solar Panel Installation on Roof -- 20 panels
35390,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-09-13T10:31:35Z,2023-09-06T20:22:43.417Z,2024-08-21T16:25:03Z,2024-02-28T05:00:00Z,3425,Platt,,48108,9.43 kW Roof Mount Solar
35419,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:12Z,2023-09-06T13:58:03.343Z,2024-07-02T14:28:02Z,2024-01-05T05:00:00Z,3450,Wexford,,48108,installation of 31 panel roof mounted solar array on existing residence.
35424,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-13T19:55:16Z,2023-09-06T17:36:35.427Z,2024-06-10T14:45:01Z,2023-12-02T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project
35434,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-14T13:04:53Z,2023-09-07T15:47:43.053Z,2024-05-13T21:42:55Z,2023-11-14T05:00:00Z,1740,Timber,,48103,Installation of a 14.4kWh battery to an existing solar system.
35441,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:30Z,2023-09-07T19:45:08.5Z,2024-05-10T23:14:33Z,2023-11-13T05:00:00Z,1210,Clague,,48103,5.20 kW Roof Mount Array
35451,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:03:19Z,2023-09-08T14:53:57.017Z,2024-04-01T14:26:13Z,2023-10-03T04:00:00Z,322,Doty,,48103,Installing two batteries to existing solar system previously installed.
35452,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-11-02T18:21:23Z,2023-09-08T16:02:26.067Z,2024-04-30T18:21:20Z,2024-04-30T04:00:00Z,545,Archwood,,48103,Add on 6 solar panels
35463,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:02:46Z,2023-09-11T12:50:41.26Z,2024-07-15T17:59:02Z,2024-01-17T05:00:00Z,2764,Holyoke,,48103,Installation of 19 (Solar Panels) and (19) Enphase IQ8M invertors.
35466,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:43Z,2023-09-11T14:28:38.253Z,2024-05-07T14:49:51Z,2023-11-10T05:00:00Z,321,Montgomery,,48103,Installing 15 roof mounted solar panels.
35467,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:52Z,2023-09-11T14:49:04.007Z,2024-05-14T23:32:40Z,2023-11-17T05:00:00Z,1626,Peach,,48105,Solar was previously installed we will just be adding a enphase battery to this existing solar system.
35468,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-13T20:46:09Z,2023-09-11T15:32:31.6Z,2024-05-31T14:53:58Z,2023-12-04T05:00:00Z,2305,Adare,,48104,Roof top Solar Array
35471,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:01:46Z,2023-09-11T15:44:41.02Z,2024-07-01T23:39:54Z,2024-01-04T05:00:00Z,1413,Culver,,48103,7.8kw Roof Mounted Solar 20 Panel Solar Array
35474,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:23Z,2023-09-11T16:29:30.543Z,2024-09-23T15:25:24Z,2024-03-28T04:00:00Z,2119,Woodside,,48104,8.58kw Roof Mounted 22 Panel Solar Array
35501,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:42:44Z,2023-09-13T00:51:57.473Z,2024-06-17T13:17:36Z,2024-02-08T05:00:00Z,2521,Jade,,48103,8.4 kW PV Solar Panel Installation on Roof -- 20 panels
35841,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-09-13T00:38:08.233Z,,,2521,Jade,,48103,**NOT REQUIRED.  REFUND REQUEST SUBMITTED**  8.3 kW PV Solar Panel Installation on Roof -- 20 panels
35966,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:42:44Z,2023-09-13T00:51:57.473Z,2024-06-17T13:17:36Z,2024-02-08T05:00:00Z,2521,Jade,,48103,8.4 kW PV Solar Panel Installation on Roof -- 20 panels
35988,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Withdrawn,,2023-09-14T14:14:17.26Z,,,2764,Holyoke,,48103,Installation of (19) 380W solar panels & (19) Microinverters.
35989,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:39:28Z,2023-09-14T14:37:19.287Z,2024-05-06T13:13:10Z,2023-11-09T05:00:00Z,1902,Independence,,48104,Installation of (15) 385W Solar Panels and (15) Microinverters on the existing roof of the home.
35997,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:39:35Z,2023-09-14T20:05:01.357Z,2024-04-29T13:17:05Z,2023-10-31T04:00:00Z,1382,Esch,,48104,"Installation of (2) Tesla Powerwall batteries in the garage of the home. The Tesla Gateway will replace the existing 200A Disconnect outside.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY BATTERIES!*"
35998,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:40:28Z,2023-09-14T20:21:07.1Z,2024-04-16T15:10:18Z,2023-10-20T04:00:00Z,3417,Ashburnam,,48105,"Installation of (1) Tesla Powerwall battery in the garage of the home to be integrated with the existing solar on site.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY A BATTERY!*"
36029,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:41:21Z,2023-09-15T17:50:51.29Z,2024-05-01T14:56:53Z,2023-11-04T04:00:00Z,2939,Leslie Park,,48105,"Installation of (2) Tesla Powerwall batteries in the garage of an existing home.
*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*"
36035,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-27T19:11:14Z,2023-09-18T12:42:20.1Z,2024-07-10T15:52:58Z,2024-01-13T05:00:00Z,1527,Catalina,,48103,
36057,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:42:18Z,2023-09-18T17:51:57.273Z,2024-06-17T13:29:23Z,2023-12-21T05:00:00Z,3352,Nordman,,48108,We are just adding a back up interface (BUI) to this existing solar system. The BUI will be installed near the meter.
36088,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T11:38:44Z,2023-09-19T18:30:18.223Z,2024-04-10T19:10:00Z,2023-10-14T04:00:00Z,720,Brooks,,48103,"**SEE ELECR23-2965 FOR FEES PAID**  NO SOLAR PANELS BEING INSTALLED. This job is JUST BATTERIES AND BATT INVERTER, and supporting wiring"
36092,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T20:44:49Z,2023-09-20T13:24:53.247Z,2024-04-29T16:59:16Z,2023-11-01T04:00:00Z,2719,Radcliffe,,48104,6.24 kW Roof Mounted 16 Panel Solar Array
36094,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:29:53Z,2023-09-20T13:56:07.55Z,2024-08-28T14:38:50Z,2024-03-02T05:00:00Z,1720,Shadford,,48104,8.58kW Roof Mounted 22 Panel Solar Array with Battery Storage
36095,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-27T19:27:51Z,2023-09-20T14:30:34.14Z,2024-07-16T13:43:26Z,2024-01-19T05:00:00Z,402,Colin,,48103,7.02 kW Roof Mounted 18 Panel Solar Array
36097,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:01Z,2023-09-20T16:00:41.083Z,2024-07-15T18:20:14Z,2024-01-17T05:00:00Z,206,Crest,,48103,10.64 kW Roof Mounted 28 Panel Solar Array with Battery Backup
36101,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:27Z,2023-09-20T17:57:30.06Z,2024-04-30T13:48:10Z,2023-11-03T04:00:00Z,301,Brookside,,48105,6.205 kW Roof Mounted 17 Panel Solar Array with Battery Backup
36407,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-09-27T20:49:16Z,2023-09-26T15:31:01.467Z,2024-07-08T14:45:26Z,2024-01-11T05:00:00Z,310,Ashley,,48104,4.48 kW Roof Mount Array
36452,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-10-24T19:33:59Z,2023-09-26T16:46:53.613Z,2024-08-14T12:54:03Z,2024-02-17T05:00:00Z,941,Aberdeen,,48104,14.04 kW Roof Mounted 36 Panel Solar Array with Battery Backup
36609,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-10-10T14:22:20Z,2023-09-25T19:01:04.3Z,2024-07-08T14:45:26Z,2023-11-23T05:00:00Z,310,Ashley,,48104,4.48 kW Roof Mount Array
36644,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T20:44:49Z,2023-09-20T13:24:53.247Z,2024-04-29T16:59:16Z,2023-11-01T04:00:00Z,2719,Radcliffe,,48104,6.24 kW Roof Mounted 16 Panel Solar Array
36646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:29:53Z,2023-09-20T13:56:07.55Z,2024-08-28T14:38:50Z,2024-03-02T05:00:00Z,1720,Shadford,,48104,8.58kW Roof Mounted 22 Panel Solar Array with Battery Storage
36647,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-27T19:27:51Z,2023-09-20T14:30:34.14Z,2024-07-16T13:43:26Z,2024-01-19T05:00:00Z,402,Colin,,48103,7.02 kW Roof Mounted 18 Panel Solar Array
36649,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:01Z,2023-09-20T16:00:41.083Z,2024-07-15T18:20:14Z,2024-01-17T05:00:00Z,206,Crest,,48103,10.64 kW Roof Mounted 28 Panel Solar Array with Battery Backup
36653,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:27Z,2023-09-20T17:57:30.06Z,2024-04-30T13:48:10Z,2023-11-03T04:00:00Z,301,Brookside,,48105,6.205 kW Roof Mounted 17 Panel Solar Array with Battery Backup
36727,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-11-01T21:19:51Z,2023-09-26T16:55:55.033Z,2024-08-05T18:26:49Z,2024-03-03T05:00:00Z,941,Aberdeen,,48104,14.04 kW Roof Mounted 36 Panel Solar Array
37031,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-10-13T21:39:05Z,2023-09-28T17:56:22.503Z,2024-09-26T19:31:23Z,2023-12-21T19:48:11Z,2855,Lakehurst,,48105,9 panel roof top solar array
37166,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:41:51Z,2023-09-28T16:52:56.26Z,2024-06-17T15:38:10Z,2023-12-21T05:00:00Z,2855,Lakehurst,,48105,9 panel roof top solar array
37168,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:39Z,2023-09-28T17:42:21.183Z,2024-07-10T14:55:57Z,2024-01-13T05:00:00Z,1435,Argyle,,48103,5.2 kW Roof Mount Array
37235,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:08Z,2023-10-03T17:34:01.337Z,2024-04-22T13:38:27Z,2023-10-24T04:00:00Z,3435,Ridgeline,,48105,20 (400) Watt Solar Panels Roof Mounted with SolarEdge Grid Tied Inverter
37261,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:55Z,2023-10-04T17:06:00.357Z,2024-06-10T15:21:55Z,2023-12-13T05:00:00Z,830,Westwood,,48103,Installing roof mount solar panels.
37263,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:21Z,2023-10-04T17:24:55.62Z,2024-07-22T14:17:39Z,2024-01-23T05:00:00Z,1456,Woodland,,48103,Installing roof mounted solar panels.
37266,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-11-01T21:19:18Z,2023-10-04T17:53:22.183Z,2024-06-10T15:10:10Z,,711,Wesley,,48103,Installing roof mount solar panels.
37789,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:55Z,2023-10-04T17:06:00.357Z,2024-06-10T15:21:55Z,2023-12-13T05:00:00Z,830,Westwood,,48103,Installing roof mount solar panels.
37791,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:21Z,2023-10-04T17:24:55.62Z,2024-07-22T14:17:39Z,2024-01-23T05:00:00Z,1456,Woodland,,48103,Installing roof mounted solar panels.
37794,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-11-01T21:19:18Z,2023-10-04T17:53:22.183Z,2024-06-10T15:10:10Z,,711,Wesley,,48103,Installing roof mount solar panels.
37811,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:01Z,2023-10-05T18:59:33.197Z,2024-08-05T15:21:29Z,2024-03-03T05:00:00Z,2649,Bernice,,48103,7.8 kW Roof Mounted 20 Panel Solar Array
37813,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:36Z,2023-10-05T19:24:15.31Z,2024-09-03T15:44:36Z,2024-04-25T04:00:00Z,1621,Harbal,,48105,9.36 kW Roof Mounted 24 Panel Solar Array
37830,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:44:29Z,2023-10-06T16:21:01.013Z,2024-05-01T15:35:40Z,2023-11-04T04:00:00Z,1753,Ivywood,,48103,Installation of a roof-mounted solar array consisting of (16) solar panels with micro-inverters and (2) Tesla Powerwall batteries in the basement of the home.
38161,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-10-24T16:26:13Z,2023-10-16T19:31:46.253Z,2024-09-03T14:31:23Z,,1320,Baldwin,,48104,31.8 kW Solar Carport
38247,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-11-11T11:15:32Z,2023-10-16T20:04:07.037Z,2024-09-30T23:38:10Z,2024-04-05T04:00:00Z,1320,Baldwin,,48104,31.8 kW Carport
38294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:09Z,2023-10-13T14:56:03.393Z,2024-09-03T18:04:48Z,2024-03-27T04:00:00Z,916,Lennox,,48103,"Installing 10 roof mounted solar panels, 200 AMP Panel"
38295,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:44Z,2023-10-13T15:18:54.37Z,2024-06-10T15:41:44Z,2023-12-12T05:00:00Z,3106,Hilltop,,48103,Furnish and install 6.09kW (14) 435-watt M Series panels
38296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:20Z,2023-10-13T16:30:56.223Z,2024-05-20T13:18:44Z,2023-11-22T05:00:00Z,3890,Penberton,,48105,"Installation of a roof-mounted solar array consisting of (28) solar panels with micro-inverters, (2) Tesla Powerwall batteries in the garage, a surge arrester, and a new 200A panel."
38833,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:20:41Z,2023-10-20T18:49:35.35Z,2024-05-20T13:31:00Z,2023-11-22T05:00:00Z,3880,Penberton,,48105,Installation of a roof-mounted solar array consisting of (25) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
38844,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:14:44Z,2023-10-23T14:17:58.047Z,2024-09-16T16:03:10Z,2024-03-22T04:00:00Z,432,Burr Oak,,48103,Installation of (7) 380W Solar panels & (2) LG CHEM RESU -10H batteries
38845,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:26Z,2023-10-23T15:11:07.417Z,2024-06-27T17:33:49Z,2023-12-31T05:00:00Z,1641,Avondale,,48103,Installing roof mounted solar panels.
38847,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:20:47Z,2023-10-23T15:36:20.123Z,2024-06-27T17:47:00Z,2023-12-31T05:00:00Z,1634,Stadium,,48104,Installing roof mounted solar panels.
38852,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:34Z,2023-10-23T17:45:08.15Z,2024-07-10T12:29:59Z,2023-12-21T05:00:00Z,3168,Baylis,,48108,4.4 kW Array
38891,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:21:01Z,2023-10-25T14:03:42.097Z,2024-05-20T13:57:17Z,2023-11-22T05:00:00Z,1601,Shadford,,48104,Installation of a roof-mounted solar array consisting of (8) solar panels on the detached garage and (4) solar panels on the main house as well as a Tesla Powerwall battery.
39215,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-10-26T16:19:09.41Z,,,1570,Glastonbury,,48103,5.6 kW PV Solar Panel Installation on Roof
39250,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-11-01T18:26:50.55Z,,,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof
39296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:21:01Z,2023-10-25T14:03:42.097Z,2024-05-20T13:57:17Z,2023-11-22T05:00:00Z,1601,Shadford,,48104,Installation of a roof-mounted solar array consisting of (8) solar panels on the detached garage and (4) solar panels on the main house as well as a Tesla Powerwall battery.
39309,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-11-26T21:15:06Z,2023-10-26T16:47:21.3Z,2024-06-18T15:53:33Z,2023-12-22T05:00:00Z,1570,Glastonbury,,48103,5.6 kW PV Solar Panel Installation on Roof
39310,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:41Z,2023-10-26T17:36:12.043Z,2024-06-10T13:27:23Z,2023-12-14T05:00:00Z,2017,Hill,,48104,Installation of (2) Tesla Powerwall batteries that will be grid tied for whole home backup and a surge arrester.
39328,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:32:23Z,2023-10-27T18:06:56.307Z,2024-06-17T14:41:20Z,2023-12-21T05:00:00Z,2019,Day,,48104,Installation of a roof-mounted solar array consisting of (11) solar panels with micro-inverters mounted on the roof of the existing home. A Tesla Powerwall battery will be installed in the detached garage and tied to the solar system via trench.
39366,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:13Z,2023-10-30T20:42:04.01Z,2024-06-12T13:51:52Z,2023-12-16T05:00:00Z,1515,Arborview,,48103,Installation of (5) solar panels with micro-inverters to be added to the existing roof-mounted solar array on site.
39410,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:45Z,2023-11-01T13:22:57.007Z,2024-08-12T13:31:58Z,2024-02-13T05:00:00Z,1902,Linwood,,48103,Installing 17 roof mounted solar panels.
39421,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-11-11T11:34:22Z,2023-11-01T18:44:36.337Z,2024-05-09T10:34:19Z,2024-05-09T04:00:00Z,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof
39710,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-11-11T11:22:39Z,2023-11-07T20:33:18.447Z,2024-09-16T22:02:03Z,2024-03-19T04:00:00Z,1525,State,,48104,73.8 kW Roof Mount Solar
39724,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-11-01T18:26:50.55Z,,,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof
39853,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-11-11T11:22:54Z,2023-11-07T20:16:10.2Z,2024-09-16T22:02:03Z,2024-03-15T04:00:00Z,1525,State,,48104,73.8 kW
39867,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:45Z,2023-11-01T13:22:57.007Z,2024-08-12T13:31:58Z,2024-02-13T05:00:00Z,1902,Linwood,,48103,Installing 17 roof mounted solar panels.
39878,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-11-11T11:34:22Z,2023-11-01T18:44:36.337Z,2024-05-09T10:34:19Z,2024-05-09T04:00:00Z,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof
39886,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:44Z,2023-11-02T13:52:09.17Z,2024-07-10T15:35:45Z,2024-01-13T05:00:00Z,375,Koch,,48103,Installing roof mounted solar panels.
39925,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:53Z,2023-11-06T14:26:28.053Z,2024-06-27T17:37:59Z,2023-12-31T05:00:00Z,1312,Iroquois,,48104,Solar was previously installed and we will just be adding a tesla battery and tesla gateway to the existing solar system.
39982,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:30Z,2023-11-08T18:46:30.273Z,2024-06-27T17:47:46Z,2023-12-31T05:00:00Z,2730,Tuebingen,,48105,5.6 kW Array
40608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:30Z,2023-11-08T18:46:30.273Z,2024-06-27T17:47:46Z,2023-12-31T05:00:00Z,2730,Tuebingen,,48105,5.6 kW Array
40624,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:23:29Z,2023-11-09T17:19:10.537Z,2024-08-07T14:25:29Z,2024-02-17T05:00:00Z,2254,Woodhaven,,48105,"Install 5.67 kW Solar, 14 Panels 405 watt, Install 1 13.5 kWh Tesla Powerwall"
